first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
Zach,Lee,P,0.472132607727,leeza01,0,0,3,-13.5,-0.8571428571428571,1,11.0,1.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,24.0,0.0,7.0,24,0,210,76
Dominic,Leone,P,0.436115171864,leonedo01,0,0,2,-14.73,-0.7272727272727273,1,8.0,0.0,11.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,20.0,1.0,6.0,24,1,210,71
Jon,Lester,P,13.5740918803,lestejo01,11,0,207,-3.34,-0.37398373983739835,1,183.0,47.0,615.0,7.0,0.0,12.0,32.0,32.0,1.0,0.0,76.0,16.0,8.0,0.0,828.0,0.0,83.0,31,9,240,76
Adam,Liberatore,P,2.00912221569,liberad01,2,0,29,-4.25,-0.39325842696629215,1,26.0,9.0,89.0,0.0,4.0,2.0,39.0,0.0,0.0,0.0,14.0,3.0,1.0,0.0,122.0,5.0,14.0,28,0,240,75
Tim,Lincecum,P,4.22850598479,linceti01,7,0,60,-4.13,-0.49344978165938863,1,75.0,38.0,229.0,1.0,2.0,4.0,15.0,15.0,0.0,0.0,35.0,7.0,5.0,0.0,333.0,0.0,37.0,31,8,170,71
Francisco,Liriano,P,13.5103619737,liriafr01,12,0,205,-3.38,-0.4017857142857143,1,155.0,70.0,560.0,5.0,1.0,7.0,31.0,31.0,0.0,0.0,70.0,15.0,10.0,1.0,773.0,0.0,75.0,32,10,225,74
Radhames,Liz,P,1.82521328821,lizra01,1,0,27,-4.24,-0.5428571428571428,1,26.0,12.0,70.0,3.0,2.0,4.0,14.0,0.0,0.0,0.0,11.0,4.0,1.0,0.0,106.0,7.0,11.0,32,8,200,74
Jeff,Locke,P,8.57842113947,lockeje01,8,0,129,-4.49,-0.47326732673267324,1,179.0,60.0,505.0,7.0,4.0,11.0,30.0,30.0,0.0,0.0,84.0,15.0,5.0,0.0,736.0,0.0,95.0,28,4,195,72
Adam,Loewen,P,1.57290308251,loewead01,1,0,22,-6.98,-0.6379310344827587,1,20.0,17.0,58.0,3.0,1.0,0.0,20.0,0.0,0.0,0.0,15.0,3.0,5.0,0.0,93.0,7.0,15.0,31,9,235,78
Boone,Logan,P,2.82272491752,loganbo02,0,0,44,-4.33,-0.5377358490566038,1,40.0,17.0,106.0,5.0,1.0,3.0,60.0,0.0,0.0,0.0,17.0,3.0,3.0,0.0,168.0,12.0,17.0,31,9,215,77
Kyle,Lohse,P,9.73200893973,lohseky01,5,2,108,-5.85,-0.487964989059081,1,180.0,43.0,457.0,4.0,3.0,13.0,37.0,22.0,0.0,0.0,99.0,29.0,5.0,0.0,665.0,5.0,99.0,37,14,215,74
Javier,Lopez,P,1.70723013032,lopezja02,1,0,26,-1.6,-0.2966101694915254,1,19.0,16.0,118.0,0.0,3.0,0.0,77.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,147.0,14.0,8.0,38,12,220,76
Jorge,Lopez,P,0.794616359184,lopezjo02,1,0,10,-5.4,-0.6333333333333333,1,14.0,5.0,30.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,6.0,0.0,1.0,0.0,46.0,0.0,6.0,22,0,190,75
Michael,Lorenzen,P,5.50430105505,lorenmi01,4,0,83,-5.4,-0.5529411764705883,1,131.0,57.0,340.0,6.0,6.0,9.0,27.0,21.0,0.0,0.0,68.0,18.0,4.0,0.0,515.0,1.0,70.0,23,0,205,75
Jordan,Lyles,P,2.09004077059,lylesjo01,2,0,30,-5.14,-0.4965986394557823,1,54.0,19.0,147.0,3.0,1.0,5.0,10.0,10.0,0.0,0.0,28.0,2.0,2.0,0.0,212.0,0.0,32.0,25,4,230,76
Lance,Lynn,P,11.1443438942,lynnla01,12,0,167,-3.03,-0.45627376425855515,1,172.0,68.0,526.0,5.0,5.0,11.0,31.0,31.0,0.0,0.0,59.0,13.0,2.0,0.0,751.0,0.0,66.0,28,4,240,77
Tyler,Lyons,P,3.98221760651,lyonsty01,3,0,60,-3.75,-0.4111111111111111,1,59.0,15.0,180.0,1.0,0.0,1.0,17.0,8.0,0.0,0.0,25.0,12.0,4.0,0.0,255.0,1.0,29.0,27,2,200,76
Jean,Machi,P,1.53393229995,machije01,1,0,22,-5.14,-0.49523809523809526,1,38.0,14.0,105.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,20.0,3.0,1.0,0.0,159.0,8.0,21.0,33,3,255,72
Seth,Maness,P,7.09397408693,manesse01,4,3,46,-4.26,-0.47368421052631576,1,77.0,13.0,190.0,1.0,4.0,2.0,76.0,0.0,0.0,0.0,30.0,7.0,2.0,0.0,270.0,13.0,35.0,27,2,190,72
Sugar Ray,Marimon,P,1.02484292566,marimsu01,0,0,14,-7.36,-0.5714285714285714,1,30.0,14.0,77.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,21.0,3.0,0.0,0.0,117.0,5.0,21.0,27,0,195,73
Matt,Marksberry,P,1.40955035651,marksma01,0,0,21,-5.01,-0.5428571428571428,1,22.0,16.0,70.0,1.0,2.0,3.0,31.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,108.0,4.0,16.0,25,0,200,73
Jason,Marquis,P,2.61203798495,marquja01,3,0,37,-6.46,-0.5492957746478874,1,64.0,14.0,142.0,1.0,2.0,4.0,9.0,9.0,0.0,0.0,34.0,10.0,3.0,0.0,216.0,0.0,37.0,37,15,220,73
Evan,Marshall,P,0.563252918348,marshev01,0,0,7,-6.08,-0.625,1,20.0,5.0,40.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,9.0,3.0,1.0,0.0,61.0,4.0,9.0,25,1,225,74
Carlos,Martinez,P,12.3182057968,martica04,14,0,184,-3.01,-0.42857142857142855,1,168.0,63.0,539.0,8.0,5.0,7.0,31.0,29.0,0.0,0.0,60.0,13.0,8.0,1.0,755.0,1.0,65.0,24,2,185,72
Cody,Martin,P,1.72313617072,martico01,2,0,24,-5.4,-0.47692307692307695,1,24.0,7.0,65.0,1.0,0.0,3.0,21.0,0.0,0.0,0.0,13.0,4.0,1.0,0.0,92.0,2.0,13.0,26,0,230,75
Rafael,Martin,P,1.77906259332,martira04,2,0,25,-5.11,-0.4594594594594595,1,12.0,5.0,37.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,56.0,5.0,9.0,31,0,220,75
Nick,Masset,P,0.411805718916,masseni01,0,0,6,-1.86,-0.4482758620689655,1,12.0,1.0,29.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,41.0,2.0,3.0,33,9,235,77
Nick,Masset,P,1.00076404846,masseni01,2,0,12,-6.46,-0.5652173913043478,1,18.0,8.0,46.0,1.0,3.0,2.0,20.0,0.0,0.0,0.0,11.0,3.0,3.0,0.0,72.0,3.0,12.0,33,9,235,77
Marcos,Mateo,P,2.19254148355,mateoma01,1,0,33,-4.0,-0.38271604938271603,1,22.0,9.0,81.0,3.0,1.0,1.0,26.0,0.0,0.0,0.0,12.0,5.0,1.0,0.0,113.0,6.0,16.0,31,5,220,73
Ryan,Mattheus,P,2.37814479288,matthry01,2,0,35,-4.09,-0.509090909090909,1,67.0,17.0,165.0,2.0,2.0,4.0,57.0,0.0,0.0,0.0,25.0,3.0,6.0,1.0,249.0,14.0,31.0,32,4,220,75
Tyler,Matzek,P,1.13677365658,matzety01,2,0,15,-4.09,-0.6060606060606061,1,21.0,19.0,66.0,3.0,0.0,1.0,5.0,5.0,0.0,0.0,10.0,2.0,2.0,0.0,102.0,0.0,10.0,25,1,230,75
Steven,Matz,P,2.39664908121,matzst01,4,0,34,-2.27,-0.411214953271028,1,34.0,10.0,107.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,9.0,4.0,0.0,0.0,149.0,0.0,9.0,24,0,200,74
Brandon,Maurer,P,2.90113314803,maurebr01,7,0,39,-3.0,-0.35294117647058826,1,39.0,15.0,153.0,1.0,1.0,4.0,53.0,0.0,0.0,0.0,17.0,3.0,1.0,0.0,206.0,10.0,19.0,25,2,220,77
Vin,Mazzaro,P,0.451835490135,mazzavi01,0,0,6,-3.75,-0.5833333333333334,1,15.0,6.0,36.0,0.0,1.0,0.0,10.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,55.0,5.0,6.0,29,6,220,74
Cory,Mazzoni,P,0.936452342472,mazzoco01,0,0,8,-20.77,-1.0769230769230769,1,23.0,5.0,26.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,53.0,4.0,22.0,26,0,200,73
Brandon,McCarthy,P,2.10299346428,mccarbr01,3,0,29,-5.87,-0.4057971014492754,1,24.0,4.0,69.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,15.0,9.0,0.0,0.0,94.0,0.0,15.0,32,10,220,79
Scott,McGough,P,0.448423083358,mcgousc01,0,0,4,-9.45,-0.8,1,12.0,4.0,20.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,35.0,3.0,7.0,26,0,170,72
Dustin,McGowan,P,1.50998733477,mcgowdu01,1,0,21,-6.94,-0.7,1,29.0,20.0,70.0,0.0,1.0,2.0,14.0,1.0,0.0,0.0,18.0,7.0,1.0,0.0,118.0,3.0,21.0,33,10,240,75
Andrew,McKirahan,P,1.55066432073,mckiran01,1,0,22,-5.93,-0.6097560975609756,1,40.0,10.0,82.0,2.0,2.0,0.0,27.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,129.0,4.0,18.0,25,0,195,74
Yoervis,Medina,P,0.582738309629,medinyo01,0,0,7,-7.0,-0.5925925925925926,1,12.0,4.0,27.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,43.0,2.0,7.0,27,2,245,75
Jenrry,Mejia,P,0.494039913827,mejiaje01,1,0,7,-0.0,-0.2727272727272727,1,4.0,2.0,22.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,26,5,205,72
Mark,Melancon,P,70.5501892469,melanma01,3,51,62,-2.23,-0.30869565217391304,1,57.0,14.0,230.0,2.0,2.0,2.0,78.0,0.0,0.0,0.0,19.0,4.0,3.0,0.0,293.0,63.0,22.0,30,6,210,74
Justin,Miller,P,3.92651481366,milleju02,3,1,38,-4.05,-0.32,1,21.0,11.0,100.0,0.0,0.0,3.0,34.0,0.0,0.0,0.0,15.0,2.0,2.0,0.0,129.0,9.0,15.0,28,1,215,75
Shelby,Miller,P,11.035046227,millesh01,6,0,171,-3.02,-0.4155844155844156,1,183.0,73.0,616.0,6.0,8.0,17.0,33.0,33.0,2.0,2.0,69.0,13.0,5.0,2.0,860.0,0.0,82.0,25,3,215,75
Rafael,Montero,P,0.90220021769,montera01,0,0,13,-4.5,-0.4666666666666667,1,9.0,5.0,30.0,0.0,3.0,1.0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,46.0,1.0,6.0,25,1,185,72
Tyler,Moore,OF,0.0,moorety01,0,0,0,-0.0,-0.0,1,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,28,3,220,74
Adam,Morgan,P,3.43404474817,morgaad01,5,0,49,-4.48,-0.4150197628458498,1,88.0,17.0,253.0,4.0,0.0,7.0,15.0,15.0,0.0,0.0,42.0,14.0,2.0,1.0,352.0,0.0,45.0,25,0,195,73
Akeel,Morris,P,1.42963468641,morriak01,0,0,0,-67.5,-3.0,1,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,8.0,0.0,5.0,23,0,195,73
Bryan,Morris,P,3.28152673855,morribr01,5,0,47,-3.14,-0.49206349206349204,1,67.0,26.0,189.0,3.0,0.0,4.0,67.0,0.0,0.0,0.0,22.0,3.0,2.0,0.0,277.0,18.0,26.0,28,3,225,75
Brandon,Morrow,P,1.60451761964,morrobr01,2,0,23,-2.73,-0.36363636363636365,1,29.0,7.0,99.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,10.0,3.0,0.0,0.0,126.0,0.0,10.0,31,8,210,75
Charlie,Morton,P,6.5964963081,mortoch02,9,0,96,-4.81,-0.4599483204134367,1,137.0,41.0,387.0,12.0,6.0,9.0,23.0,23.0,0.0,0.0,69.0,13.0,2.0,1.0,563.0,0.0,77.0,32,7,235,77
Jon,Moscot,P,0.530033706613,moscojo01,1,0,6,-4.63,-0.45714285714285713,1,11.0,5.0,35.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,6.0,2.0,1.0,0.0,50.0,0.0,6.0,24,0,210,76
Jason,Motte,P,10.4903331244,motteja01,8,6,34,-3.91,-0.4068965517241379,1,48.0,11.0,145.0,2.0,5.0,1.0,57.0,0.0,0.0,0.0,21.0,4.0,2.0,0.0,206.0,18.0,21.0,33,7,205,72
Peter,Moylan,P,0.629814081141,moylape01,1,0,8,-3.48,-0.3870967741935484,1,12.0,0.0,31.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,44.0,2.0,5.0,37,9,225,74
Colton,Murray,P,0.68294227962,murraco01,0,0,9,-5.87,-0.5652173913043478,1,11.0,2.0,23.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,37.0,6.0,5.0,25,0,195,72
Chris,Narveson,P,2.25912385688,narvech01,3,0,32,-4.45,-0.3626373626373626,1,24.0,9.0,91.0,0.0,0.0,1.0,15.0,2.0,0.0,0.0,15.0,7.0,0.0,0.0,121.0,3.0,15.0,34,9,205,75
Jimmy,Nelson,P,9.92835545353,nelsoji02,11,0,148,-4.11,-0.42857142857142855,1,163.0,65.0,532.0,13.0,4.0,13.0,30.0,30.0,0.0,0.0,81.0,18.0,11.0,1.0,752.0,0.0,89.0,26,2,245,78
Hector,Neris,P,2.74420220183,nerishe01,2,0,41,-3.79,-0.39669421487603307,1,38.0,10.0,121.0,4.0,0.0,2.0,32.0,0.0,0.0,0.0,17.0,8.0,3.0,0.0,170.0,8.0,19.0,26,1,215,74
Juan,Nicasio,P,5.47922165853,nicasju01,1,1,65,-3.86,-0.52,1,59.0,32.0,175.0,1.0,6.0,3.0,53.0,1.0,0.0,0.0,25.0,1.0,2.0,0.0,260.0,12.0,25.0,29,4,250,76
Justin,Nicolino,P,1.81030777761,nicolju01,5,0,23,-4.01,-0.4144144144144144,1,72.0,20.0,222.0,3.0,2.0,4.0,12.0,12.0,0.0,0.0,33.0,8.0,2.0,0.0,301.0,0.0,33.0,24,0,190,75
Jonathon,Niese,P,7.63725952823,niesejo01,9,0,113,-4.13,-0.4660377358490566,1,192.0,55.0,530.0,9.0,2.0,10.0,33.0,29.0,0.0,0.0,81.0,20.0,2.0,0.0,770.0,1.0,93.0,29,7,220,75
Aaron,Nola,P,4.65405734569,nolaaa01,6,0,68,-3.59,-0.39914163090128757,1,74.0,19.0,233.0,2.0,1.0,2.0,13.0,13.0,0.0,0.0,31.0,11.0,0.0,0.0,318.0,0.0,31.0,22,0,195,73
Bud,Norris,P,1.47737048415,norribu01,1,0,21,-5.4,-0.44,1,16.0,6.0,50.0,1.0,0.0,2.0,20.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,72.0,5.0,11.0,30,6,195,72
Vidal,Nuno,P,1.21912055297,nunovi01,0,0,19,-1.88,-0.3488372093023256,1,10.0,5.0,43.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,58.0,1.0,3.0,28,2,210,71
Scott,Oberg,P,4.3209531186,obergsc01,3,1,44,-5.09,-0.5085714285714286,1,58.0,31.0,175.0,6.0,2.0,4.0,64.0,0.0,0.0,0.0,33.0,10.0,6.0,1.0,259.0,11.0,35.0,25,0,205,74
Eric,O'Flaherty,P,0.658338278172,oflaher01,0,0,6,-13.5,-0.8846153846153846,1,18.0,5.0,26.0,2.0,1.0,0.0,16.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,51.0,3.0,13.0,30,9,220,74
Nefi,Ogando,P,0.314755071818,ogandne01,0,0,2,-9.0,-0.75,1,7.0,2.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,21.0,1.0,5.0,26,0,220,74
Josh,Osich,P,1.84156656714,osichjo01,2,0,27,-2.2,-0.37209302325581395,1,24.0,8.0,86.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,7.0,4.0,2.0,0.0,120.0,6.0,12.0,27,0,230,74
Sean,O'Sullivan,P,2.36073252529,osullse01,1,0,35,-6.08,-0.5352112676056338,1,94.0,20.0,213.0,6.0,5.0,6.0,13.0,13.0,0.0,0.0,48.0,16.0,3.0,0.0,328.0,0.0,49.0,28,6,255,73
Adam,Ottavino,P,4.77680583013,ottavad01,1,3,13,-0.0,-0.16129032258064516,1,3.0,2.0,31.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.0,0.0,30,5,220,77
Jonathan,Papelbon,P,24.7942140714,papeljo01,2,17,40,-1.59,-0.3277310924369748,1,31.0,8.0,119.0,4.0,1.0,1.0,37.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,161.0,34.0,9.0,35,10,225,76
Jonathan,Papelbon,P,10.3007641276,papeljo01,2,7,16,-3.04,-0.36619718309859156,1,22.0,4.0,71.0,3.0,1.0,2.0,22.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,99.0,17.0,13.0,35,10,225,76
Bobby,Parnell,P,2.36458974856,parnebo01,2,1,13,-6.38,-0.6527777777777778,1,30.0,17.0,72.0,0.0,1.0,4.0,30.0,0.0,0.0,0.0,17.0,0.0,4.0,0.0,112.0,8.0,20.0,31,7,205,75
Manny,Parra,P,1.56973793808,parrama01,1,0,23,-3.9,-0.3917525773195876,1,32.0,6.0,97.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,14.0,2.0,1.0,0.0,130.0,5.0,15.0,33,8,215,75
Jake,Peavy,P,5.39365114836,peavyja01,8,0,78,-3.58,-0.37349397590361444,1,99.0,25.0,332.0,2.0,1.0,6.0,19.0,19.0,0.0,0.0,44.0,12.0,2.0,1.0,448.0,0.0,45.0,34,13,195,73
Ariel,Pena,P,1.88562049525,penaar01,2,0,27,-4.28,-0.4634146341463415,1,24.0,14.0,82.0,2.0,2.0,1.0,6.0,5.0,0.0,0.0,13.0,2.0,2.0,0.0,120.0,0.0,14.0,26,0,250,75
Joel,Peralta,P,5.67060020273,peraljo01,3,3,24,-4.34,-0.41379310344827586,1,28.0,8.0,87.0,0.0,1.0,1.0,33.0,0.0,0.0,0.0,14.0,6.0,1.0,0.0,121.0,7.0,14.0,39,10,210,70
Wily,Peralta,P,4.12188201869,peralwi01,5,0,60,-4.72,-0.5122699386503068,1,130.0,37.0,326.0,4.0,2.0,10.0,20.0,20.0,0.0,0.0,57.0,14.0,5.0,1.0,478.0,0.0,60.0,26,3,245,73
Oliver,Perez,P,2.48131393111,perezol01,2,0,37,-3.1,-0.41379310344827586,1,25.0,11.0,87.0,4.0,1.0,1.0,48.0,0.0,0.0,0.0,10.0,2.0,2.0,0.0,128.0,11.0,12.0,34,13,220,75
Williams,Perez,P,6.35261560105,perezwi01,7,1,73,-4.78,-0.5171428571428571,1,130.0,51.0,350.0,9.0,2.0,6.0,23.0,20.0,1.0,0.0,62.0,13.0,4.0,1.0,514.0,1.0,66.0,24,0,230,73
Yusmeiro,Petit,P,5.10278616074,petityu01,1,1,59,-3.67,-0.39473684210526316,1,75.0,15.0,228.0,1.0,2.0,1.0,42.0,1.0,0.0,0.0,31.0,11.0,3.0,0.0,316.0,15.0,32.0,31,9,250,73
David,Phelps,P,5.11282791834,phelpda01,4,0,77,-4.5,-0.4523809523809524,1,119.0,33.0,336.0,4.0,0.0,8.0,23.0,19.0,0.0,0.0,56.0,11.0,2.0,0.0,482.0,1.0,59.0,29,3,200,74
Kevin,Quackenbush,P,3.8635872339,quackke01,3,0,58,-4.01,-0.4114285714285714,1,52.0,20.0,175.0,1.0,3.0,2.0,57.0,0.0,0.0,0.0,26.0,6.0,0.0,1.0,243.0,19.0,28.0,27,1,220,76
J. C.,Ramirez,P,0.829363008659,ramirjc01,1,0,11,-4.11,-0.41304347826086957,1,15.0,4.0,46.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,63.0,4.0,7.0,27,2,250,76
Neil,Ramirez,P,1.0585754401,ramirne01,1,0,15,-3.21,-0.42857142857142855,1,12.0,6.0,42.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,5.0,1.0,2.0,0.0,60.0,4.0,5.0,26,1,190,76
A. J.,Ramos,P,47.2782467577,ramosaj01,2,32,87,-2.3,-0.33649289099526064,1,45.0,26.0,211.0,3.0,0.0,4.0,71.0,0.0,0.0,0.0,18.0,6.0,2.0,0.0,277.0,51.0,18.0,29,3,205,70
Josh,Ravin,P,1.00690618266,ravinjo01,2,0,12,-6.75,-0.6071428571428571,1,13.0,4.0,28.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,47.0,4.0,7.0,27,0,230,76
Robbie,Ray,P,7.75851114302,rayro02,5,0,119,-3.52,-0.44386422976501305,1,121.0,49.0,383.0,8.0,3.0,12.0,23.0,23.0,0.0,0.0,50.0,9.0,2.0,0.0,545.0,0.0,56.0,24,1,195,74
Colin,Rea,P,1.82312834298,reaco01,2,0,26,-4.26,-0.42105263157894735,1,29.0,11.0,95.0,1.0,0.0,2.0,6.0,6.0,0.0,0.0,15.0,2.0,0.0,0.0,133.0,0.0,16.0,25,0,220,77
Chris,Rearick,P,0.502431504844,rearich01,0,0,4,-12.0,-0.8888888888888888,1,6.0,2.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,16.0,1.0,4.0,28,0,200,75
Addison,Reed,P,6.22876058652,reedad01,2,3,34,-4.2,-0.5,1,47.0,14.0,122.0,0.0,5.0,2.0,38.0,0.0,0.0,0.0,19.0,2.0,2.0,0.0,181.0,11.0,19.0,27,4,230,76
Addison,Reed,P,2.44295734168,reedad01,1,1,17,-1.17,-0.34782608695652173,1,11.0,5.0,46.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,60.0,3.0,2.0,27,4,230,76
Chris,Reed,P,0.157377535909,reedch01,0,0,1,-4.5,-0.5833333333333334,1,6.0,1.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,2.0,25,0,225,75
Matt,Reynolds,P,1.21487277681,reynoma02,0,0,18,-4.61,-0.5121951219512195,1,14.0,7.0,41.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,62.0,3.0,7.0,31,5,240,77
Clayton,Richard,P,1.68486684551,richacl01,4,0,22,-3.83,-0.4251968503937008,1,47.0,7.0,127.0,1.0,1.0,2.0,23.0,3.0,0.0,0.0,18.0,3.0,4.0,0.0,181.0,0.0,18.0,32,7,245,77
Andre,Rienzo,P,1.05704800236,rienzan01,0,0,15,-5.95,-0.5084745762711864,1,17.0,13.0,59.0,1.0,1.0,1.0,14.0,0.0,0.0,0.0,13.0,2.0,3.0,0.0,89.0,5.0,14.0,27,2,190,75
Felipe,Rivero,P,5.4540625926,riverfe01,2,2,43,-2.79,-0.31724137931034485,1,35.0,11.0,145.0,1.0,2.0,1.0,49.0,0.0,0.0,0.0,15.0,2.0,2.0,1.0,189.0,17.0,15.0,24,0,200,74
Donn,Roach,P,0.290810106641,roachdo01,0,0,1,-10.8,-0.9,1,8.0,1.0,10.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,18.0,0.0,4.0,26,1,195,72
Tanner,Roark,P,5.97925797299,roarkta01,4,1,70,-4.38,-0.43543543543543545,1,119.0,26.0,333.0,5.0,3.0,7.0,40.0,12.0,0.0,0.0,54.0,17.0,0.0,0.0,467.0,8.0,55.0,29,2,235,74
Kenny,Roberts,P,0.43297367051,roberke02,0,0,5,-5.79,-0.5357142857142857,1,13.0,2.0,28.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,43.0,3.0,6.0,27,0,200,73
Kenny,Roberts,P,0.341474618046,roberke02,1,0,1,-10.38,-0.7692307692307693,1,9.0,1.0,13.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,22.0,1.0,5.0,27,0,200,73
Clint,Robinson,OF,0.0620685568151,robincl01,0,0,1,-0.0,-0.3333333333333333,1,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,30,3,245,77
Hansel,Robles,P,4.1021517976,robleha01,4,0,61,-3.67,-0.3395061728395062,1,37.0,18.0,162.0,2.0,1.0,3.0,57.0,0.0,0.0,0.0,22.0,8.0,2.0,1.0,217.0,7.0,27.0,25,0,185,71
Fernando,Rodney,P,1.06603321432,rodnefe01,2,0,15,-0.75,-0.3333333333333333,1,8.0,4.0,36.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,50.0,4.0,4.0,38,13,220,71
Francisco,Rodriguez,P,53.4857757925,rodrifr03,1,38,62,-2.21,-0.28654970760233917,1,38.0,11.0,171.0,0.0,1.0,3.0,60.0,0.0,0.0,0.0,14.0,6.0,3.0,0.0,216.0,55.0,15.0,33,13,195,72
Paco,Rodriguez,P,0.551827662395,rodrist02,0,0,8,-2.61,-0.41935483870967744,1,10.0,3.0,31.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,42.0,4.0,3.0,24,3,220,75
Sergio,Romo,P,7.07688630808,romose01,0,2,71,-2.98,-0.3546511627906977,1,51.0,10.0,172.0,1.0,2.0,5.0,70.0,0.0,0.0,0.0,19.0,3.0,4.0,0.0,230.0,14.0,20.0,32,7,185,71
Hector,Rondon,P,43.7790064922,rondohe01,6,30,69,-1.67,-0.3333333333333333,1,55.0,15.0,210.0,3.0,2.0,4.0,72.0,0.0,0.0,0.0,13.0,4.0,5.0,1.0,281.0,47.0,19.0,27,2,180,75
Jorge,Rondon,P,1.96824813869,rondojo01,0,0,1,-90.0,-3.6666666666666665,1,8.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,15.0,1.0,11.0,27,1,215,73
Trevor,Rosenthal,P,67.880960978,rosentr01,2,48,83,-2.1,-0.4223300970873786,1,62.0,25.0,206.0,1.0,3.0,4.0,68.0,0.0,0.0,0.0,16.0,3.0,7.0,0.0,287.0,57.0,16.0,25,3,220,74
Seth,Rosin,P,0.47654489547,rosinse01,0,0,0,-22.5,-1.3333333333333333,1,7.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,14.0,1.0,5.0,27,1,265,78
Zac,Rosscup,P,2.01208738393,rosscza01,2,0,29,-4.39,-0.4875,1,26.0,13.0,80.0,0.0,0.0,1.0,33.0,0.0,0.0,0.0,13.0,5.0,1.0,0.0,118.0,6.0,13.0,27,2,220,74
David,Ross,C,0.0,rossda01,0,0,0,-0.0,-0.0,1,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,38,13,230,74
