first,last,pos,value,id,W,SV,SO,-ERA,-WHIP,QS(=1),H,BB,IPOuts,HBP,IBB,L,G,GS,CG,SHO,ER,HR,WP,BK,BFP,GF,R,age,years played,weight,height
David,Aardsma,P,3.35179195479,aardsda01,1,0,35,-4.7,-0.42391304347826086,1,25.0,14.0,92.0,1.0,3.0,1.0,33.0,0.0,0.0,0.0,16.0,6.0,1.0,0.0,129.0,9.0,17.0,34,11,220,75
Nathan,Adcock,P,1.24136158825,adcocna01,1,0,13,-6.0,-0.5,1,15.0,12.0,54.0,1.0,0.0,2.0,13.0,0.0,0.0,0.0,12.0,3.0,1.0,0.0,83.0,4.0,12.0,27,4,235,76
Jeremy,Affeldt,P,1.99950647903,affelje01,2,0,21,-5.86,-0.5377358490566038,1,43.0,14.0,106.0,2.0,2.0,2.0,52.0,0.0,0.0,0.0,23.0,6.0,1.0,0.0,163.0,7.0,24.0,36,13,225,76
Dario,Alvarez,P,0.189267037667,alvarda01,1,0,2,-12.27,-0.5454545454545454,1,5.0,1.0,11.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,1.0,19.0,0.0,5.0,26,1,170,73
Henderson,Alvarez,P,0.86723469039,alvarhe01,0,0,9,-6.45,-0.5223880597014925,1,28.0,7.0,67.0,0.0,1.0,4.0,4.0,4.0,0.0,0.0,16.0,1.0,3.0,1.0,102.0,0.0,18.0,25,4,205,72
Alexi,Amarista,OF,0.0,amarial01,0,0,0,-0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,26,4,160,66
Brett,Anderson,P,11.0388879714,anderbr04,10,0,116,-3.69,-0.4436229205175601,1,194.0,46.0,541.0,2.0,2.0,9.0,31.0,31.0,1.0,0.0,74.0,18.0,4.0,2.0,750.0,0.0,82.0,27,6,240,75
Chase,Anderson,P,10.5972957159,anderch01,6,0,111,-4.3,-0.43231441048034935,1,158.0,40.0,458.0,7.0,2.0,6.0,27.0,27.0,0.0,0.0,73.0,18.0,3.0,0.0,640.0,0.0,75.0,28,1,194,73
Elvis,Araujo,P,3.24562844241,araujel01,2,0,34,-3.38,-0.46153846153846156,1,29.0,19.0,104.0,0.0,1.0,1.0,40.0,0.0,0.0,0.0,13.0,1.0,2.0,0.0,151.0,5.0,17.0,24,0,270,79
Jake,Arrieta,P,22.4395685455,arrieja01,22,0,236,-1.77,-0.28820960698689957,1,150.0,48.0,687.0,6.0,2.0,6.0,33.0,33.0,4.0,3.0,45.0,10.0,6.0,0.0,870.0,0.0,52.0,29,5,225,76
Alec,Asher,P,1.54055302253,asheral01,0,0,16,-9.31,-0.5977011494252874,1,42.0,10.0,87.0,1.0,0.0,6.0,7.0,7.0,0.0,0.0,30.0,8.0,2.0,2.0,138.0,0.0,30.0,24,0,230,76
Phillippe,Aumont,P,0.295380575498,aumonph01,0,0,3,-13.5,-1.0,1,5.0,7.0,12.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6.0,2.0,1.0,0.0,23.0,0.0,6.0,26,3,240,79
Luis,Avilan,P,2.95785510317,avilalu01,2,0,31,-3.58,-0.39823008849557523,1,35.0,10.0,113.0,0.0,2.0,4.0,50.0,0.0,0.0,0.0,15.0,4.0,1.0,1.0,154.0,7.0,15.0,26,3,220,74
Luis,Avilan,P,1.73017712266,avilalu01,0,0,18,-5.17,-0.3829787234042553,1,13.0,5.0,47.0,1.0,0.0,1.0,23.0,0.0,0.0,0.0,9.0,2.0,1.0,0.0,66.0,2.0,9.0,26,3,220,74
Dylan,Axelrod,P,1.15559106598,axelrdy01,0,0,12,-7.3,-0.5135135135135135,1,11.0,8.0,37.0,0.0,2.0,1.0,6.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,59.0,3.0,13.0,30,4,185,72
John,Axford,P,25.3485091661,axforjo01,4,25,62,-4.2,-0.5269461077844312,1,56.0,32.0,167.0,0.0,4.0,5.0,60.0,0.0,0.0,0.0,26.0,4.0,1.0,0.0,250.0,43.0,27.0,32,6,220,77
Burke,Badenhop,P,3.4378567716,badenbu01,2,0,36,-3.93,-0.457286432160804,1,71.0,20.0,199.0,0.0,4.0,4.0,68.0,0.0,0.0,0.0,29.0,4.0,0.0,0.0,285.0,17.0,30.0,32,7,210,77
Pedro,Baez,P,5.7216716881,baezpe01,4,0,60,-3.35,-0.3790849673202614,1,47.0,11.0,153.0,1.0,1.0,2.0,52.0,0.0,0.0,0.0,19.0,4.0,1.0,1.0,208.0,8.0,22.0,27,1,230,72
Homer,Bailey,P,0.290971710104,baileho02,0,0,3,-5.56,-0.5882352941176471,1,16.0,4.0,34.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,7.0,3.0,0.0,0.0,51.0,0.0,7.0,29,8,225,76
Scott,Baker,P,0.770873429438,bakersc02,0,0,8,-5.73,-0.42424242424242425,1,11.0,3.0,33.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,4.0,1.0,0.0,45.0,0.0,7.0,34,10,215,76
Collin,Balester,P,1.24217783915,balesco01,1,0,13,-7.47,-0.6382978723404256,1,17.0,13.0,47.0,1.0,0.0,1.0,15.0,0.0,0.0,0.0,13.0,3.0,1.0,0.0,77.0,5.0,13.0,29,7,190,76
Manny,Banuelos,P,1.81664728855,banuema01,1,0,19,-5.13,-0.5316455696202531,1,30.0,12.0,79.0,3.0,0.0,4.0,7.0,6.0,0.0,0.0,15.0,4.0,1.0,0.0,121.0,0.0,17.0,24,0,205,70
Kyle,Barraclough,P,2.86134391859,barraky01,2,0,30,-2.59,-0.410958904109589,1,12.0,18.0,73.0,0.0,2.0,1.0,25.0,0.0,0.0,0.0,7.0,1.0,1.0,0.0,98.0,5.0,8.0,25,0,225,75
Aaron,Barrett,P,3.33279825193,barreaa01,3,0,35,-4.6,-0.3977272727272727,1,28.0,7.0,88.0,3.0,0.0,3.0,40.0,0.0,0.0,0.0,15.0,1.0,1.0,0.0,123.0,8.0,15.0,27,1,225,75
Yhonathan,Barrios,P,0.67173025216,barriyh01,0,0,7,-0.0,-0.15,1,3.0,0.0,20.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,24,0,200,70
Antonio,Bastardo,P,6.88268979825,bastaan01,4,1,64,-2.98,-0.37790697674418605,1,39.0,26.0,172.0,3.0,2.0,1.0,66.0,0.0,0.0,0.0,19.0,4.0,8.0,0.0,239.0,18.0,19.0,30,6,205,71
Brandon,Beachy,P,0.484182872002,beachbr01,0,0,5,-7.88,-0.6666666666666666,1,10.0,6.0,24.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,7.0,1.0,0.0,0.0,39.0,0.0,7.0,29,5,215,74
Dallas,Beeler,P,0.677127502995,beeleda01,0,0,7,-9.72,-0.84,1,14.0,7.0,25.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,46.0,0.0,11.0,26,1,210,77
Matt,Belisle,P,2.39105010523,belisma01,1,0,25,-2.67,-0.48514851485148514,1,34.0,15.0,101.0,3.0,2.0,1.0,34.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,149.0,10.0,10.0,35,12,225,76
Joaquin,Benoit,P,7.54481248621,benoijo01,6,2,63,-2.34,-0.3010204081632653,1,36.0,23.0,196.0,2.0,1.0,5.0,67.0,0.0,0.0,0.0,17.0,7.0,2.0,0.0,254.0,11.0,17.0,38,14,250,76
Christian,Bergman,P,3.5247989193,bergmch01,3,0,37,-4.74,-0.47317073170731705,1,82.0,15.0,205.0,0.0,1.0,1.0,30.0,4.0,0.0,0.0,36.0,8.0,4.0,0.0,286.0,6.0,36.0,27,1,195,73
Rafael,Betancourt,P,4.60032969628,betanra01,2,1,40,-6.18,-0.4661016949152542,1,43.0,12.0,118.0,0.0,4.0,4.0,45.0,0.0,0.0,0.0,27.0,4.0,0.0,0.0,175.0,9.0,29.0,40,12,215,74
Chad,Bettis,P,9.33081963151,bettich01,8,0,98,-4.23,-0.46956521739130436,1,120.0,42.0,345.0,3.0,2.0,6.0,20.0,20.0,0.0,0.0,54.0,11.0,6.0,0.0,502.0,0.0,56.0,26,2,200,73
Chad,Billingsley,P,1.42372658601,billich01,2,0,15,-5.84,-0.5495495495495496,1,53.0,8.0,111.0,1.0,0.0,3.0,7.0,7.0,0.0,0.0,24.0,5.0,2.0,0.0,165.0,0.0,26.0,31,9,240,73
Joe,Blanton,P,3.69602345839,blantjo01,5,0,39,-1.57,-0.33980582524271846,1,26.0,9.0,103.0,1.0,4.0,0.0,21.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,137.0,7.0,7.0,35,11,215,75
Michael,Blazek,P,4.46419270968,blazemi01,5,0,47,-2.43,-0.3473053892215569,1,40.0,18.0,167.0,1.0,1.0,3.0,45.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,222.0,17.0,17.0,26,2,205,72
Jerry,Blevins,P,0.374376770585,blevije01,1,0,4,-0.0,-0.0,1,0.0,0.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,32,8,190,78
Brett,Bochy,P,0.287884393783,bochybr02,0,0,3,-0.0,-0.2222222222222222,1,1.0,1.0,9.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,28,1,200,74
Mike,Bolsinger,P,9.34941909073,bolsimi01,6,0,98,-3.62,-0.45426829268292684,1,104.0,45.0,328.0,1.0,3.0,6.0,21.0,21.0,0.0,0.0,44.0,11.0,6.0,1.0,466.0,0.0,49.0,27,1,215,73
Silvino,Bracho,P,2.40953329895,brachsi01,0,1,17,-1.46,-0.35135135135135137,1,9.0,4.0,37.0,1.0,1.0,0.0,13.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,50.0,3.0,2.0,23,0,190,70
Archie,Bradley,P,2.19139609186,bradlar01,2,0,23,-5.8,-0.5420560747663551,1,36.0,22.0,107.0,2.0,1.0,3.0,8.0,8.0,0.0,0.0,23.0,3.0,0.0,0.0,161.0,0.0,23.0,23,0,230,76
Jake,Brigham,P,1.15633513143,brighja01,0,0,12,-8.64,-0.72,1,28.0,8.0,50.0,1.0,1.0,1.0,12.0,0.0,0.0,0.0,16.0,1.0,2.0,0.0,84.0,4.0,16.0,27,0,210,75
Mike,Broadway,P,1.25038090514,broadmi01,0,0,13,-5.19,-0.5192307692307693,1,20.0,7.0,52.0,1.0,1.0,2.0,21.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,77.0,5.0,10.0,28,0,215,77
Rex,Brothers,P,0.471304409712,brothre01,1,0,5,-1.74,-0.5483870967741935,1,9.0,8.0,31.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,46.0,1.0,2.0,28,4,210,72
Brooks,Brown,P,1.91248659315,brownbr02,1,0,20,-4.91,-0.48484848484848486,1,32.0,16.0,99.0,1.0,0.0,3.0,36.0,0.0,0.0,0.0,18.0,2.0,2.0,0.0,147.0,7.0,18.0,30,1,205,75
Jonathan,Broxton,P,3.54437565851,broxtjo01,1,0,37,-5.89,-0.4636363636363636,1,41.0,10.0,110.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,156.0,10.0,24.0,31,10,305,76
Jonathan,Broxton,P,2.46806784151,broxtjo01,3,0,26,-2.66,-0.4507042253521127,1,20.0,12.0,71.0,0.0,0.0,3.0,26.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,101.0,5.0,8.0,31,10,305,76
David,Buchanan,P,4.20724762287,buchada01,2,0,44,-6.99,-0.6160714285714286,1,109.0,29.0,224.0,3.0,1.0,9.0,15.0,15.0,0.0,0.0,58.0,12.0,2.0,0.0,351.0,0.0,60.0,26,1,200,75
Madison,Bumgarner,P,22.2861660839,bumgama01,18,0,234,-2.93,-0.33587786259541985,1,181.0,39.0,655.0,7.0,2.0,9.0,32.0,32.0,4.0,2.0,71.0,21.0,1.0,0.0,869.0,0.0,73.0,26,6,235,77
Danny,Burawa,P,0.961641391369,burawda01,0,0,10,-3.65,-0.32432432432432434,1,8.0,4.0,37.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,48.0,4.0,5.0,27,0,210,74
Enrique,Burgos,P,5.28090747256,burgoen02,2,2,39,-4.67,-0.5185185185185185,1,27.0,15.0,81.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,14.0,2.0,6.0,0.0,121.0,8.0,15.0,25,0,250,75
A. J.,Burnett,P,13.6390334141,burneaj01,9,0,143,-3.18,-0.4532520325203252,1,174.0,49.0,492.0,11.0,2.0,7.0,26.0,26.0,0.0,0.0,58.0,11.0,6.0,1.0,699.0,0.0,64.0,38,16,230,76
Eddie,Butler,P,4.19717328782,butleed01,3,0,44,-5.9,-0.6050420168067226,1,102.0,42.0,238.0,4.0,4.0,10.0,16.0,16.0,1.0,0.0,52.0,13.0,0.0,0.0,370.0,0.0,57.0,24,1,180,74
Trevor,Cahill,P,1.34763615517,cahiltr01,0,0,14,-7.52,-0.5949367088607594,1,36.0,11.0,79.0,1.0,1.0,3.0,15.0,3.0,0.0,0.0,22.0,2.0,1.0,0.0,124.0,6.0,23.0,27,6,240,76
Trevor,Cahill,P,2.10286031145,cahiltr01,1,0,22,-2.12,-0.2549019607843137,1,8.0,5.0,51.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,63.0,0.0,4.0,27,6,240,76
Matt,Cain,P,3.91869690183,cainma01,2,0,41,-5.79,-0.5,1,71.0,20.0,182.0,4.0,0.0,4.0,13.0,11.0,0.0,0.0,39.0,12.0,1.0,0.0,271.0,0.0,39.0,31,10,230,75
Arquimedes,Caminero,P,6.95985156367,caminar01,5,0,73,-3.62,-0.4107142857142857,1,63.0,29.0,224.0,6.0,2.0,1.0,73.0,0.0,0.0,0.0,30.0,7.0,6.0,1.0,318.0,19.0,31.0,28,2,245,76
Leonel,Campos,P,0.100958919071,campole01,0,0,1,-9.0,-0.6666666666666666,1,1.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,28,1,200,74
Carter,Capps,P,5.55693997503,cappsca01,1,0,58,-1.16,-0.26881720430107525,1,18.0,7.0,93.0,2.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,118.0,8.0,5.0,25,3,220,77
Buddy,Carlyle,P,1.34680358787,carlybu01,1,1,6,-5.63,-0.375,1,8.0,1.0,24.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,32.0,1.0,5.0,38,16,210,75
David,Carpenter,P,0.384678767456,carpeda01,0,0,4,-1.5,-0.3888888888888889,1,5.0,2.0,18.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,25.0,3.0,1.0,30,4,230,74
David,Carpenter,P,0.483894130188,carpeda02,0,0,5,-7.36,-0.5454545454545454,1,6.0,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,17.0,1.0,3.0,28,3,180,75
Andrew,Cashner,P,15.7792370149,cashnan01,6,0,165,-4.34,-0.48014440433212996,1,200.0,66.0,554.0,6.0,2.0,16.0,31.0,31.0,0.0,0.0,89.0,19.0,3.0,0.0,804.0,0.0,111.0,29,5,225,77
Miguel,Castro,P,0.581393700215,castrmi01,0,0,6,-10.13,-0.625,1,6.0,4.0,16.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,26.0,3.0,6.0,21,0,190,77
Simon,Castro,P,0.848102169355,castrsi01,2,0,9,-6.1,-0.5161290322580645,1,11.0,5.0,31.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,47.0,2.0,7.0,27,2,230,77
Xavier,Cedeno,P,0.387177494695,cedenxa01,0,0,4,-6.0,-0.5555555555555556,1,3.0,2.0,9.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,15.0,1.0,2.0,29,4,215,72
Jhoulys,Chacin,P,1.99812940269,chacijh01,2,0,21,-3.38,-0.425,1,24.0,10.0,80.0,0.0,0.0,1.0,5.0,4.0,0.0,0.0,10.0,4.0,0.0,0.0,111.0,0.0,11.0,27,6,215,75
Andrew,Chafin,P,7.07470746558,chafian01,5,2,58,-2.76,-0.38222222222222224,1,56.0,30.0,225.0,1.0,6.0,1.0,66.0,0.0,0.0,0.0,23.0,3.0,2.0,0.0,306.0,6.0,23.0,25,1,225,74
Aroldis,Chapman,P,36.7480228248,chapmar01,4,33,116,-1.63,-0.38190954773869346,1,43.0,33.0,199.0,5.0,1.0,4.0,65.0,0.0,0.0,0.0,12.0,3.0,7.0,0.0,278.0,54.0,13.0,27,5,215,76
Randy,Choate,P,2.88125416321,choatra01,1,1,22,-3.95,-0.4146341463414634,1,29.0,5.0,82.0,6.0,0.0,0.0,71.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,117.0,4.0,14.0,40,15,205,73
Tony,Cingrani,P,3.7456455155,cingrto01,0,0,39,-5.67,-0.56,1,31.0,25.0,100.0,3.0,3.0,3.0,35.0,1.0,0.0,0.0,21.0,3.0,2.0,1.0,155.0,7.0,21.0,26,3,210,76
Steve,Cishek,P,5.00261466834,cishest01,2,3,28,-4.5,-0.53125,1,37.0,14.0,96.0,0.0,3.0,6.0,32.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,144.0,15.0,19.0,29,5,215,78
Steve,Cishek,P,2.69788967455,cishest01,0,1,20,-2.31,-0.44285714285714284,1,18.0,13.0,70.0,1.0,0.0,0.0,27.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,99.0,8.0,7.0,29,5,215,78
Tyler,Clippard,P,4.01357626817,clippty01,4,2,26,-3.06,-0.35051546391752575,1,24.0,10.0,97.0,2.0,1.0,1.0,32.0,0.0,0.0,0.0,11.0,5.0,5.0,0.0,134.0,6.0,13.0,30,8,200,75
Phil,Coke,P,0.867151399482,cokeph01,0,0,9,-6.3,-0.5666666666666667,1,14.0,3.0,30.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,45.0,2.0,7.0,33,7,210,73
A. J.,Cole,P,1.64424591308,coleaj01,0,1,9,-5.79,-0.5357142857142857,1,14.0,1.0,28.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,6.0,1.0,1.0,0.0,44.0,1.0,11.0,23,0,200,77
Gerrit,Cole,P,19.2057468891,colege01,19,0,202,-2.6,-0.36378205128205127,1,183.0,44.0,624.0,10.0,1.0,8.0,32.0,32.0,0.0,0.0,60.0,11.0,7.0,0.0,832.0,0.0,71.0,25,2,230,76
Josh,Collmenter,P,6.78717810456,collmjo01,4,1,63,-3.79,-0.4214876033057851,1,129.0,24.0,363.0,1.0,2.0,6.0,44.0,12.0,1.0,1.0,51.0,18.0,1.0,0.0,499.0,19.0,53.0,29,4,235,76
Bartolo,Colon,P,12.9205018902,colonba01,14,0,136,-4.16,-0.4126712328767123,1,217.0,24.0,584.0,4.0,5.0,13.0,33.0,31.0,1.0,1.0,90.0,25.0,0.0,0.0,815.0,1.0,94.0,42,18,285,71
Adam,Conley,P,5.62593788532,conlead01,4,0,59,-3.76,-0.42786069651741293,1,65.0,21.0,201.0,3.0,1.0,1.0,15.0,11.0,0.0,0.0,28.0,7.0,0.0,0.0,281.0,1.0,28.0,25,0,185,75
Carlos,Contreras,P,1.8259442418,contrca01,0,0,19,-4.82,-0.5,1,22.0,20.0,84.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,15.0,3.0,3.0,0.0,125.0,8.0,16.0,24,1,215,71
Tim,Cooney,P,2.77516804724,cooneti01,1,0,29,-3.16,-0.40425531914893614,1,28.0,10.0,94.0,1.0,2.0,0.0,6.0,6.0,0.0,0.0,11.0,3.0,1.0,0.0,130.0,0.0,12.0,25,0,195,75
Patrick,Corbin,P,7.43017869339,corbipa01,6,0,78,-3.6,-0.4235294117647059,1,91.0,17.0,255.0,2.0,0.0,5.0,16.0,16.0,0.0,0.0,34.0,9.0,4.0,0.0,357.0,0.0,34.0,26,3,210,75
Erik,Cordier,P,0.674973044842,cordier01,0,0,7,-5.84,-0.5135135135135135,1,13.0,6.0,37.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,56.0,0.0,8.0,29,1,215,76
John,Cornely,P,0.115951282501,cornejo01,0,0,1,-36.0,-1.3333333333333333,1,3.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,7.0,1.0,4.0,26,0,205,73
Kevin,Correia,P,1.34710309336,correke01,0,0,14,-6.56,-0.6428571428571429,1,37.0,8.0,70.0,0.0,0.0,3.0,5.0,5.0,0.0,0.0,17.0,4.0,0.0,0.0,114.0,0.0,23.0,35,12,200,75
Jarred,Cosart,P,4.49376049304,cosarja01,2,0,47,-4.52,-0.45933014354066987,1,63.0,33.0,209.0,1.0,1.0,5.0,14.0,13.0,0.0,0.0,35.0,10.0,7.0,0.0,296.0,0.0,35.0,25,2,195,75
Neal,Cotts,P,4.69445286639,cottsne01,1,0,49,-3.26,-0.40939597315436244,1,44.0,17.0,149.0,3.0,2.0,0.0,51.0,0.0,0.0,0.0,18.0,9.0,2.0,0.0,209.0,9.0,18.0,35,12,200,74
Daniel,Coulombe,P,0.67592811392,couloda01,0,0,7,-7.56,-0.6,1,9.0,6.0,25.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,40.0,3.0,7.0,26,1,190,70
Tyler,Cravy,P,3.3618163153,cravyty01,0,0,35,-5.7,-0.5390625,1,47.0,22.0,128.0,2.0,1.0,8.0,14.0,7.0,0.0,0.0,27.0,5.0,0.0,0.0,193.0,1.0,30.0,26,0,210,74
Johnny,Cueto,P,11.4505469513,cuetojo01,7,0,120,-2.62,-0.3112244897959184,1,93.0,29.0,392.0,6.0,1.0,6.0,19.0,19.0,1.0,1.0,38.0,11.0,0.0,4.0,516.0,0.0,42.0,29,7,220,71
Brandon,Cunniff,P,3.5342069271,cunnibr02,2,0,37,-4.63,-0.4666666666666667,1,27.0,22.0,105.0,0.0,2.0,2.0,39.0,0.0,0.0,0.0,18.0,4.0,1.0,0.0,151.0,12.0,20.0,27,0,185,72
Zach,Davies,P,2.27672794868,davieza01,3,0,24,-3.71,-0.4019607843137255,1,26.0,15.0,102.0,0.0,0.0,2.0,6.0,6.0,0.0,0.0,14.0,2.0,0.0,0.0,139.0,0.0,14.0,22,0,160,72
Jaff,Decker,OF,0.0,deckeja01,0,0,0,-0.0,-0.6666666666666666,1,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,25,2,190,69
Justin,De Fratus,P,6.52843914509,defraju01,0,0,68,-5.51,-0.5166666666666667,1,92.0,32.0,240.0,5.0,2.0,2.0,61.0,0.0,0.0,0.0,49.0,9.0,7.0,0.0,362.0,16.0,52.0,28,4,225,76
Jacob,deGrom,P,19.5409434054,degroja01,14,0,205,-2.54,-0.3263525305410122,1,149.0,38.0,573.0,2.0,2.0,8.0,30.0,30.0,0.0,0.0,54.0,16.0,6.0,0.0,751.0,0.0,59.0,27,1,180,76
Jorge,De La Rosa,P,12.7759299527,delarjo01,9,0,134,-4.17,-0.4519015659955257,1,137.0,65.0,447.0,3.0,3.0,7.0,26.0,26.0,1.0,0.0,69.0,17.0,6.0,2.0,635.0,0.0,73.0,34,11,215,73
Rubby,De La Rosa,P,14.2642455837,delarru01,14,0,150,-4.67,-0.45229681978798586,1,193.0,63.0,566.0,4.0,3.0,9.0,32.0,32.0,0.0,0.0,98.0,32.0,2.0,2.0,809.0,0.0,103.0,26,4,225,73
Randall,Delgado,P,7.70861655207,delgara01,8,1,73,-3.25,-0.4444444444444444,1,63.0,33.0,216.0,1.0,2.0,4.0,64.0,1.0,0.0,0.0,26.0,7.0,7.0,0.0,308.0,13.0,28.0,25,4,220,76
Abel,De Los Santos,P,0.290882866469,delosab01,0,0,3,-5.4,-0.6,1,2.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,2.0,1.0,23,0,200,74
Chris,Denorfia,OF,0.0,denorch01,0,0,0,-0.0,-0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35,10,195,72
Anthony,DeSclafani,P,14.4072082181,desclan01,9,0,151,-4.05,-0.44945848375451264,1,194.0,55.0,554.0,5.0,5.0,13.0,31.0,31.0,0.0,0.0,83.0,17.0,6.0,0.0,785.0,0.0,93.0,25,1,190,73
Odrisamer,Despaigne,P,6.57721619982,despaod01,5,0,69,-5.8,-0.46153846153846156,1,142.0,32.0,377.0,9.0,3.0,9.0,34.0,18.0,0.0,0.0,81.0,17.0,7.0,0.0,547.0,5.0,82.0,28,1,205,72
Ross,Detwiler,P,1.24226668278,detwiro01,1,0,13,-7.63,-0.782608695652174,1,20.0,16.0,46.0,3.0,1.0,0.0,24.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,80.0,3.0,14.0,29,8,215,75
Jairo,Diaz,P,1.72862235904,diazja01,0,0,18,-2.37,-0.38596491228070173,1,16.0,6.0,57.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,78.0,5.0,6.0,24,1,200,72
Jumbo,Diaz,P,7.47806308866,diazju03,2,1,70,-4.18,-0.4198895027624309,1,58.0,18.0,181.0,3.0,3.0,1.0,61.0,0.0,0.0,0.0,28.0,9.0,5.0,1.0,255.0,16.0,29.0,31,1,280,76
Jake,Diekman,P,4.68603324404,diekmja01,2,0,49,-5.15,-0.5818181818181818,1,40.0,24.0,110.0,2.0,0.0,1.0,41.0,0.0,0.0,0.0,21.0,3.0,1.0,0.0,175.0,6.0,23.0,28,3,205,76
Mike,Dunn,P,6.22105575028,dunnmi01,2,0,65,-4.5,-0.46296296296296297,1,46.0,29.0,162.0,2.0,1.0,5.0,72.0,0.0,0.0,0.0,27.0,6.0,2.0,0.0,235.0,9.0,27.0,30,6,210,72
Sam,Dyson,P,3.9080561886,dysonsa01,3,0,41,-3.68,-0.4393939393939394,1,41.0,17.0,132.0,3.0,1.0,3.0,44.0,0.0,0.0,0.0,18.0,3.0,6.0,0.0,190.0,10.0,21.0,27,3,210,73
Carl,Edwards,P,0.385989211075,edwarca01,0,0,4,-3.86,-0.42857142857142855,1,3.0,3.0,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,3.0,3.0,24,0,170,75
Jon,Edwards,P,1.5372602553,edwarjo02,0,0,16,-3.38,-0.4375,1,6.0,8.0,32.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,44.0,5.0,4.0,27,1,235,77
Jerad,Eickhoff,P,4.67517597445,eickhje01,3,0,49,-2.65,-0.3464052287581699,1,40.0,13.0,153.0,0.0,0.0,3.0,8.0,8.0,0.0,0.0,15.0,5.0,1.0,0.0,203.0,0.0,16.0,25,0,240,76
Brian,Ellington,P,1.70996737255,ellinbr02,2,0,18,-2.88,-0.4,1,17.0,13.0,75.0,2.0,2.0,1.0,23.0,0.0,0.0,0.0,8.0,1.0,1.0,0.0,105.0,9.0,10.0,25,0,195,76
